OS,cliente,tipoComponente,modelo,estado,fechaLlegada,fechaPrometida,fechaTermino,NParte,serieComp,serieEquipo,tipoOrden,tipoReparacion,horasComp
NP26973,SPENCE,MO,793C,DESPACHO,2012-11-08,2012-11-30 00:00:00,2012-12-03,0R6568,CPW01456,ATY00954,,Puntual,0.0
CI11998,INTERCAMBIO,MO,854K,DESPACHO,2012-11-08,2012-12-29 00:00:00,2012-12-24,10R8915,LJW04406,22100315,,Overhaul,16068.0
CI11997,INTERCAMBIO,MO,854K,DESPACHO,2012-11-08,2012-12-25 00:00:00,2012-12-18,10R8915,LJW04701,22100319,,Overhaul,16874.0
CI11996,INTERCAMBIO,TR,24H,DESPACHO,2012-11-08,2012-12-22 00:00:00,2012-12-10,0R4055,1KY00564,7KK00267,,Overhaul,0.0
AD00009,INTERCAMBIO,MF,793C,DESPACHO,2012-11-08,2012-11-19 00:00:00,2012-11-16,10R1822,AOD00009,SIN SERIE,,Overhaul,0.0
NP26974,LOS BRONCES,MO,793F,DESPACHO,2012-11-08,2013-01-31 00:00:00,2013-01-15,2507100,B7B00192,SSP00188,Evento,Puntual,7703.0
AD00010,INTERCAMBIO,MF,793C,DESPACHO,2012-11-08,2012-11-19 00:00:00,2012-11-16,10R1822,AOD00010,SIN SERIE,,Overhaul,0.0
NP26975,SPENCE,MO,994D,DESPACHO,2012-11-08,2012-12-28 00:00:00,2012-12-24,1008094,7TR01557,3TZ00324,,Puntual,0.0
NP26977,ESPERANZA,MO,797F,DESPACHO,2012-11-09,2012-11-27 00:00:00,2012-11-21,2621300,LLM00144,LAJ00169,,Puntual,13006.0
NP26978,CANDELARIA,MO,793C,DESPACHO,2012-11-09,,2012-11-19,0R7568,CPW00811,4AR00131,,Puntual,10583.0
NP26979,SANTA BARBARA,DI,789B,DESPACHO,2012-11-09,2012-11-30 00:00:00,,1043931,CRA06462,7EK00619,,Overhaul,17391.0
NP26980,SANTA BARBARA,TR,994,DESPACHO,2012-11-09,2013-01-12 00:00:00,2013-01-28,9U8884,10087652,9YF00110,,Overhaul,18045.0
NP26983,QUEBRADA BLANCA,CO,775F,DESPACHO,2012-11-09,2012-12-31 00:00:00,2013-01-02,2795241,T3K00263,DLS00408,,Overhaul,14664.0
NP26984,QUEBRADA BLANCA,TR,775F,DESPACHO,2012-11-09,2013-01-11 00:00:00,2013-01-07,2482036,NJE00971,DLS00408,,Overhaul,14664.0
NP26982,QUEBRADA BLANCA,MO,775F,DESPACHO,2012-11-09,2013-02-08 00:00:00,2013-02-11,2275354,LJX00211,DLS00408,,Overhaul,14664.0
NP26986,MINISTRO HALES,TR,24M,DESPACHO,2012-11-09,2012-11-26 00:00:00,2012-11-23,2675245,HKY01191,B9K00514,,Puntual,29.0
NP26987,MINISTRO HALES,MO,797F,DESPACHO,2012-11-09,2012-12-07 00:00:00,2012-12-18,2621300,LLM00246,LAJ00218,,Puntual,8050.0
NP26988,SPENCE,MF,793C,DESPACHO,2012-11-09,2013-01-16 00:00:00,2013-01-14,2088786,CRA05906,ATY00917,,Overhaul,13157.0
NP26989,SPENCE,TR,793C,DESPACHO,2012-11-09,2013-01-16 00:00:00,2013-01-14,9U9822,4GX01932,ATY00969,,Overhaul,16862.0
NP26996,SUC. CALAMA,CO,988H,DESPACHO,2012-11-12,2012-12-31 00:00:00,2012-12-17,1265483,TCR00689,BXY01996,,Overhaul,7608.0
DD00017,INTERCAMBIO,MF,793B,TERMINADO,2012-11-13,2012-11-25 00:00:00,2012-11-29,10R1822,SIN SERIE,1HL75001,,Overhaul,18000.0
CI12007,INTERCAMBIO,TR,793C,DESPACHO,2012-11-13,2012-12-27 00:00:00,2012-12-05,0R4749,10151372,4AR00131,,Overhaul,13922.0
CI12000,INTERCAMBIO,TR,797F,DESPACHO,2012-11-13,2012-12-27 00:00:00,2012-12-24,3165264,R1N00543,LAJ00164,,Overhaul,0.0
CI12003,INTERCAMBIO,DI,793C,DESPACHO,2012-11-13,2012-12-18 00:00:00,2012-12-28,1350471C,CRA01911,ATY01092,,Overhaul,4230.0
CI12006,INTERCAMBIO,MF,785C,DESPACHO,2012-11-13,2012-12-18 00:00:00,2012-12-11,0R9037,CRA06435,APX00510,,Overhaul,19068.0
CI12005,INTERCAMBIO,MF,785C,DESPACHO,2012-11-13,2012-12-18 00:00:00,2012-12-05,0R9037,AN00099,APX00531,,Overhaul,19614.0
CI11994,INTERCAMBIO,MF,797B,DESPACHO,2012-11-13,2012-12-18 00:00:00,2012-12-29,0R9814,10149229,JSM00301,,Overhaul,16452.0
CI12002,INTERCAMBIO,CO,797F,DESPACHO,2012-11-13,2012-12-22 00:00:00,2012-12-10,3171017,T1H00028,LAJ00162,,Overhaul,13060.0
NP27001,ESPERANZA,CO,797F,DESPACHO,2012-11-14,2012-12-31 00:00:00,2013-01-02,2794595,T1H00012,LSJ00175,,Overhaul,8371.0
CI12009,INTERCAMBIO,MF,797B,DESPACHO,2012-11-14,2012-12-08 00:00:00,2012-12-24,0R9814,707103,JSM00459,,Overhaul,1953.0
CI11999,INTERCAMBIO,MF,777D,DESPACHO,2012-11-14,2012-12-17 00:00:00,2012-12-24,0R9031,AN55692,AGC02107,,Overhaul,16358.0
NP26998,CERRO COLORADO,MO,994D,DESPACHO,2012-11-14,2012-12-07 00:00:00,2012-12-10,100-8094,7TR02693,3TZ00279,,Puntual,0.0
NP27014,SUC. ANTOFAGASTA,CO,994D,DESPACHO,2012-11-15,2013-06-26 00:00:00,,0R9549,CRA09750,3TZ00305,,Puntual,0.0
NP27015,LOMAS BAYAS,MO,994F,DESPACHO,2012-11-15,2013-03-26 00:00:00,2013-03-25,2407750,8WM02382,44200301,,Overhaul,12304.0
NP27017,CENTRO DE SERVICIOS LA NEGRA,MA,793F,DESPACHO,2012-11-15,2012-11-30 00:00:00,2012-12-04,2802057,CRA09324,SSP00720,,Puntual,0.0
NP27018,CENTRO DE SERVICIOS LA NEGRA,MA,793F,DESPACHO,2012-11-15,2012-11-30 00:00:00,2012-12-04,280-2057,CRA09318,SSP00720,,Puntual,0.0
NP27003,INTERCAMBIO,MA,795F,DESPACHO,2012-11-15,2012-11-30 00:00:00,2012-11-21,2985644,CRA09031,S/N,,Puntual,0.0
NP27019,INTERCAMBIO,TR,793B,DESPACHO,2012-11-15,2012-12-25 00:00:00,2012-12-11,0R4008,10099820B,1HL00510,,Puntual,2859.0
NP27020,ESPERANZA,MO,797F,DESPACHO,2012-11-15,,2012-11-27,3659327,LLM01088,LAJ,,Puntual,0.0
NP27021,CONTRATO MEL,MO,797F,DESPACHO,2012-11-15,2012-12-15 00:00:00,2012-12-07,2621300,LLM00406,LAJ00171,,Puntual,2883.0
NP27022,SUC. IQUIQUE,CO,789C,DESPACHO,2012-11-16,,2012-11-19,0R4085,CRA06630,2BW00512,,Puntual,0.0
NP27023,COLLAHUASI,CO,24M,DESPACHO,2012-11-16,2012-11-30 00:00:00,2012-11-30,2685675,T9K00200,B9K00420,,Puntual,3413.0
NP27024,CONTRATO COLLAHUASI,MO,834H,DESPACHO,2012-11-16,2012-12-27 00:00:00,2012-12-27,2816455,TXH03243,BTX00369,,Puntual,164.0
NP27025,COLLAHUASI,TR,24M,DESPACHO,2012-11-16,2012-11-30 00:00:00,2012-12-09,2675245,HKY00976,B9K00420,,Puntual,3413.0
NP26997,INTERCAMBIO,TR,797B,DESPACHO,2012-11-16,2012-11-30 00:00:00,2012-11-26,0R9813,10196394,JSMXXXXX,,Puntual,0.0
AD00011,INTERCAMBIO,MF,793C,DESPACHO,2012-11-16,2012-11-29 00:00:00,2012-11-30,10R1822,AOD00011,SIN SERIE,,Overhaul,0.0
AD00012,INTERCAMBIO,MF,793C,DESPACHO,2012-11-16,2012-11-29 00:00:00,2012-12-03,10R1822,AOD00012,SIN SERIE,,Overhaul,0.0
NP27000,INTERCAMBIO,CO,D10R,DESPACHO,2012-11-16,2012-11-30 00:00:00,2012-12-05,0R4079,CRA08650,AKTXXXXX,,Puntual,0.0
NP26999,CANDELARIA,MO,793C,DESPACHO,2012-11-16,2012-11-30 00:00:00,2012-11-26,0R7568,CPW01397,4AR00319,,Puntual,3792.0
NP26990,CANDELARIA,MO,793C,DESPACHO,2012-11-19,,2012-11-19,10R1285,S/N,S/N,,Puntual,0.0
CI12015,INTERCAMBIO,MA,797B,DESPACHO,2012-11-20,2012-12-23 00:00:00,2012-12-17,1925826,CRA06861,JSM00167,,Overhaul,13354.0
CI12019,INTERCAMBIO,MA,793C,DESPACHO,2012-11-20,2012-12-20 00:00:00,2012-12-24,0R8793,CRA03448,4GZ00203,,Overhaul,20407.0
CI12016,INTERCAMBIO,MA,793B,DESPACHO,2012-11-20,2012-12-20 00:00:00,2012-12-24,0R8793,CRA09354,3SJ00022,,Overhaul,14013.0
DD00018,INTERCAMBIO,MF,793C,TERMINADO,2012-11-20,2012-12-23 00:00:00,2012-12-06,10R1822,CRA01330,4GZ00203,,Overhaul,13652.0
DD00019,INTERCAMBIO,MF,793C,TERMINADO,2012-11-20,2012-12-23 00:00:00,2012-11-29,10R1822,10105948,4GZ00203,,Overhaul,13652.0
CI12017,INTERCAMBIO,DI,797B,DESPACHO,2012-11-20,,2012-12-07,0R9815,147061004,JSM00452,,Overhaul,12000.0
CI12018,INTERCAMBIO,DI,797B,DESPACHO,2012-11-20,2012-12-27 00:00:00,2013-01-02,0R9815,295122907,JSM00454,,Overhaul,10294.0
CI12020,INTERCAMBIO,MO,16H,DESPACHO,2012-11-20,2013-01-06 00:00:00,2012-12-20,1107949,41Z27214,6ZJ00602,,Overhaul,11667.0
NP26995,SUC. ANTOFAGASTA,MO,C9,DESPACHO,2012-11-20,2012-12-03 00:00:00,2012-12-03,2524430,JSC10097,JSC10097,,Puntual,9500.0
NP27032,SUC. ANTOFAGASTA,TR,D8T,DESPACHO,2012-11-20,,2012-11-29,2095636,DZH06773,J8B02958,,Puntual,1904.0
NP27030,CERRO COLORADO,MO,DMM2,DESPACHO,2012-11-21,2012-12-20 00:00:00,2012-12-20,57663353,BDT05894,3563,,Puntual,800.0
NP27036,ESCONDIDA,DI,24M,DESPACHO,2012-11-21,2012-12-27 00:00:00,2013-01-04,273-9007,CRA09327,B9K00317,,Puntual,1531.0
CI12010,INTERCAMBIO,TR,793C,DESPACHO,2012-11-21,2013-01-06 00:00:00,2012-12-24,0R4749,10098646,ATY00515,,Overhaul,12775.0
NP27039,ESCONDIDA,MO,24M,DESPACHO,2012-11-21,2012-12-07 00:00:00,2012-12-05,2637760,THX03597,B9K00317,,Puntual,0.0
NP27033,ESPERANZA,DI,797B,DESPACHO,2012-11-21,2012-12-31 00:00:00,2013-01-07,1872033,321042208,JSM00359,,Overhaul,8650.0
NP27009,SPENCE,TR,793C,DESPACHO,2012-11-21,2013-04-30 00:00:00,2013-04-30,9U9822,4GX01833,ATY00954,,Puntual,0.0
NP27013,SPENCE,TR,793C,DESPACHO,2012-11-21,2013-01-14 00:00:00,2013-01-16,9U9822,4GX01889,ATY00954,,Overhaul,7715.0
NP27010,SPENCE,DI,793C,DESPACHO,2012-11-21,2013-06-22 00:00:00,2013-06-23,2034000,CRA05926,ATY00916,,Puntual,1310.0
NP27035,INTERCAMBIO GARANTIA,TR,994H,DESPACHO,2012-11-21,2013-02-06 00:00:00,2013-01-29,3534739,MYY00309,DWC0287,,Overhaul,4986.0
CI12023,INTERCAMBIO,CO,793C,DESPACHO,2012-11-22,2012-12-23 00:00:00,2012-12-17,0R4089,10096929,ATY00847,,Overhaul,14190.0
NP27044,MINERA ZALDIVAR,MO,994D,DESPACHO,2012-11-23,2013-01-20 00:00:00,2013-01-17,0R8555,7DS01191,3TZ00328,,Puntual,1702.0
NP27047,LOMAS BAYAS,TR,994F,DESPACHO,2012-11-23,2013-01-16 00:00:00,2013-01-14,2398137,TNS3005,44200301,,Overhaul,12304.0
NP27048,ESPERANZA,MA,777F,DESPACHO,2012-11-23,2012-12-31 00:00:00,2013-01-02,261-2356,CRA09366,JRP,,Puntual,0.0
NP27049,ESPERANZA,MA,777F,DESPACHO,2012-11-23,2012-12-31 00:00:00,2013-01-02,261-2356,CRA09367,JRP,,Puntual,0.0
CI12024,INTERCAMBIO,DI,793D,DESPACHO,2012-11-23,2012-12-31 00:00:00,2012-12-27,1936222,CRA07732,FDB00473,,Overhaul,11605.0
CI12025,INTERCAMBIO,TR,785C,DESPACHO,2012-11-23,2013-01-06 00:00:00,2012-12-24,0R4007,2BE01741,APX00526,,Overhaul,19150.0
CI12026,INTERCAMBIO,CO,789C,DESPACHO,2012-11-23,2012-12-23 00:00:00,2012-12-12,0R4085,3LT01454,2BW0106,,Overhaul,9418.0
CI12028,INTERCAMBIO,TR,793B,DESPACHO,2012-11-23,2013-01-06 00:00:00,2012-12-27,0R4008,10097492,1HL00438,,Overhaul,12527.0
NP27051,ESPERANZA,MF,797,DESPACHO,2012-11-23,2013-02-07 00:00:00,2013-02-13,0R9814,804406,5YW00276,,Overhaul,5917.0
NP27052,INTERCAMBIO GARANTIA,MO,797B,DESPACHO,2012-11-23,2013-02-15 00:00:00,2013-02-11,10R7929,NPM00217,JSM00359,,Puntual,5.0
NP27053,INTERCAMBIO GARANTIA,MO,24M,DESPACHO,2012-11-23,2013-02-28 00:00:00,2013-03-04,2637760,RHX10793,B9K00420,,Overhaul,3413.0
NP27054,SUC. IQUIQUE,TR,D10T,DESPACHO,2012-11-23,2012-11-30 00:00:00,2012-11-29,2135171,DRL01798,RJG00218,,Puntual,13444.0
CI12021,INTERCAMBIO,MO,793B,DESPACHO,2012-11-24,2012-12-28 00:00:00,2012-12-28,10R0946,KNS00539,1HL00155,,Overhaul,14224.0
NP27055,MINISTRO HALES,MO,797F,DESPACHO,2012-11-26,2012-12-27 00:00:00,2012-12-26,2621300,LLM00262,LAJ00250,,Puntual,6786.0
NP27042,CONTRATO MEL,MO,797F,DESPACHO,2012-11-27,2012-12-15 00:00:00,2012-12-10,2822060,LLM00127,LAJ00149,,Puntual,5785.0
DD00020,INTERCAMBIO,MF,793C,TERMINADO,2012-11-27,2012-12-06 00:00:00,2012-12-03,10R1822,CRA09223,ATY00931,,Overhaul,11815.0
DD00021,INTERCAMBIO,MF,793C,TERMINADO,2012-11-27,2012-12-07 00:00:00,2012-12-03,10R1822,101059482,4AR00118,,Overhaul,11710.0
NP27060,ESCONDIDA,MO,797B,DESPACHO,2012-11-27,,2012-12-06,2095259,3TN00967,JSM00431,,Puntual,0.0
NP27061,SANTA BARBARA,TR,789C,DESPACHO,2012-11-27,2013-04-16 00:00:00,2013-04-06,6Y5645,6LE02569,2BW01293,,Puntual,1546.0
CI12033,INTERCAMBIO,MO,994F,DESPACHO,2012-11-28,2013-01-24 00:00:00,2013-01-03,10R2853,KDK00215,44200233,,Overhaul,9886.0
CI12032,INTERCAMBIO,CO,797B,DESPACHO,2012-11-28,2013-01-03 00:00:00,2012-12-27,0R9812,10099403,5YW00273,,Overhaul,17560.0
CI12029,INTERCAMBIO,MO,789C,DESPACHO,2012-11-29,2013-01-24 00:00:00,2013-01-14,0R8556,7DS00754,2BW00828,,Overhaul,13110.0
CI12031,INTERCAMBIO,DI,854G,DESPACHO,2012-11-29,2012-12-31 00:00:00,2013-01-02,2375714,CRA04278,A4W00236,,Overhaul,17077.0
CI12035,INTERCAMBIO,DI,793B,DESPACHO,2012-11-29,2012-12-03 00:00:00,2013-01-15,2034000,CRA01569,1HL00155,,Overhaul,14660.0
CI12036,INTERCAMBIO,DI,793C,DESPACHO,2012-11-29,2012-12-31 00:00:00,2013-01-02,1350471C,CRA02132,ATY01091,,Overhaul,12793.0
NP27064,ESPERANZA,MO,797,DESPACHO,2012-11-29,2013-03-15 00:00:00,2013-03-18,0R8668,3TN00421,5YW00272,,Overhaul,11215.0
NP27004,INTERCAMBIO GARANTIA,CO,793B,DESPACHO,2012-11-29,2013-02-08 00:00:00,2013-01-29,0R4088,CRA01424,1HL00370,,Overhaul,375.0
NP27006,SPENCE,MF,793C,DESPACHO,2012-11-29,2013-06-19 00:00:00,2013-06-25,2088786,CRA06169,ATY00916,,Puntual,2757.0
NP27007,SPENCE,MF,793C,DESPACHO,2012-11-29,2013-06-20 00:00:00,2013-06-25,2088786,CRA06271,ATY00916,,Puntual,2757.0
NP27072,ESCONDIDA,TR,793F,DESPACHO,2012-11-30,2013-01-29 00:00:00,2013-01-24,2792520,PJT00597,SSP00379,,Puntual,5013.0
NP27074,ESCONDIDA,MA,793F,DESPACHO,2012-11-30,2013-02-19 00:00:00,2013-02-19,2975607,CRA09441,SSP00362,,Puntual,4880.0
NP27075,INTERCAMBIO ARRIENDO,MF,797F,DESPACHO,2012-11-30,2013-09-23 00:00:00,2013-09-30,3196703,TSS03231104,LAJ00249,Evento,Puntual,6846.0
NP27062,SUC. IQUIQUE,CO,789C,DESPACHO,2012-11-30,2012-12-03 00:00:00,2012-12-08,0R4085,CRA02760,2BWXXXXX,,Puntual,0.0
NP27077,INTERCAMBIO GARANTIA,MO,793F,DESPACHO,2012-11-30,2013-09-30 00:00:00,,20R0487,B7B00581,SSP00507,,Overhaul,3711.0
NP27078,LOMAS BAYAS,CO,994F,DESPACHO,2012-11-30,2013-01-31 00:00:00,2013-01-22,1745723,CNT3004,44200301,,Overhaul,12304.0
NP27070,ESPERANZA,MO,797B,DESPACHO,2012-11-30,,2013-02-28,1,1,1,,Puntual,0.0
NP27085,EL ABRA,TR,16M,DESPACHO,2012-12-01,2013-03-15 00:00:00,2013-03-21,2538407,DZM00377,B9H00149,,Puntual,7434.0
NP27086,EL ABRA,MO,16M,DESPACHO,2012-12-01,2012-12-28 00:00:00,2013-03-21,2275359,MHX04984,B9H00149,,Puntual,7434.0
AD00013,INTERCAMBIO,MF,793C,DESPACHO,2012-12-03,2012-12-13 00:00:00,2012-12-18,10R1822,AOD00013,SIN SERIE,,Overhaul,0.0
AD00014,INTERCAMBIO,MF,793C,DESPACHO,2012-12-03,2012-12-13 00:00:00,2012-12-19,10R1822,AOD00014,SIN SERIE,,Overhaul,0.0
NP27068,ESCONDIDA,MA,793F,DESPACHO,2012-12-03,2013-02-08 00:00:00,2013-02-06,2802057,CRA09424,SSP00379,,Puntual,4400.0
NP27094,INTERCAMBIO GARANTIA,DI,797B,DESPACHO,2012-12-03,2013-03-05 00:00:00,2013-03-12,0R9815,167042905,JSM00403,,Overhaul,4413.0
NP27093,SUC. ANTOFAGASTA,MO,777F,DESPACHO,2012-12-03,2012-12-27 00:00:00,2013-01-16,2465457,LJW05347,JRP00877,,Puntual,2768.0
NP27095,CERRO COLORADO,CO,D10R,DESPACHO,2012-12-03,2013-02-20 00:00:00,2013-02-06,0R4092,CMCC210205,3KR01697,,Overhaul,12345.0
NP27096,CONTRATO MEL,MO,797F,DESPACHO,2012-12-04,2012-12-24 00:00:00,2012-12-26,2621300,LLM00274,LAJ00261,,Puntual,4982.0
NP27091,EL TESORO,DI,834G,DESPACHO,2012-12-04,2012-12-23 00:00:00,2012-12-24,1378851,CRA09350,BPC00156,,Overhaul,8900.0
NP27092,EL TESORO,DI,834G,DESPACHO,2012-12-04,2012-12-23 00:00:00,2012-12-27,1378851,CRA09150,BPC00156,,Overhaul,8100.0
CI12045,INTERCAMBIO,MA,797B,DESPACHO,2012-12-04,2012-12-31 00:00:00,2013-01-02,1925826,CRA06800,JSM00299,,Overhaul,1.0
CI12048,INTERCAMBIO,MA,797B,DESPACHO,2012-12-04,2012-12-31 00:00:00,2013-01-02,1925826,CRA05459,JSM00187,,Overhaul,12600.0
DD00023,INTERCAMBIO,MF,793B,TERMINADO,2012-12-04,2012-12-15 00:00:00,2012-12-19,10R1822,101001521,1HL00146,,Overhaul,11527.0
DD00024,INTERCAMBIO,MF,793B,TERMINADO,2012-12-04,2012-12-15 00:00:00,2012-12-19,10R1822,CRA17297,IHL00146,,Overhaul,11527.0
CI12044,INTERCAMBIO,MF,797B,DESPACHO,2012-12-04,2013-01-01 00:00:00,2013-01-07,0R9814,10138523,JSM00169,,Overhaul,15425.0
CI12038,INTERCAMBIO,MF,797B,DESPACHO,2012-12-04,2013-01-07 00:00:00,2013-01-02,0R9814,308308,JSM00362,,Overhaul,337.0
CI12042,INTERCAMBIO,DI,793B,DESPACHO,2012-12-04,2013-01-07 00:00:00,2013-01-02,1350471C,CRA05715,1HL00146,,Overhaul,11527.0
CI12047,INTERCAMBIO,DI,793B,DESPACHO,2012-12-04,2013-01-07 00:00:00,2013-01-07,2034000,CRA05465,1HL00369,,Overhaul,14235.0
NP27099,ESPERANZA,MF,797B,DESPACHO,2012-12-04,2012-12-24 00:00:00,2012-12-24,0R9814,10194976,JSM0359,,Puntual,820.0
CI12051,INTERCAMBIO,DI,797B,DESPACHO,2012-12-04,2013-01-05 00:00:00,2013-01-07,2912627,92607B,JSM00169,,Overhaul,15425.0
CI12050,INTERCAMBIO,DI,797B,DESPACHO,2012-12-04,2013-01-05 00:00:00,2013-01-07,0R9815,345070208,JSM00176,,Overhaul,15846.0
CI12055,INTERCAMBIO,MO,793B,DESPACHO,2012-12-04,2013-01-27 00:00:00,2013-01-16,10R0946,KNS00579,1HL00513,,Overhaul,9647.0
CI12039,INTERCAMBIO,CO,793B,DESPACHO,2012-12-04,2013-01-05 00:00:00,2012-12-31,0R4088,10073781,1HL00156,,Overhaul,14227.0
CI12043,INTERCAMBIO,TR,834H,DESPACHO,2012-12-04,2013-01-18 00:00:00,2013-01-14,10R7448,DRK01145,BTX00332,,Overhaul,18373.0
CI12049,INTERCAMBIO,TR,D11R,DESPACHO,2012-12-04,2013-01-18 00:00:00,2012-12-31,0R4057,10146066,7PZ00846,,Overhaul,14732.0
CI12052,INTERCAMBIO,TR,D11R,DESPACHO,2012-12-04,2013-01-18 00:00:00,2013-01-02,3041817,CRA07166,7PZ00846,,Overhaul,13770.0
NP27100,SUC. ANTOFAGASTA,CO,D6T,DESPACHO,2012-12-05,2012-12-10 00:00:00,2012-12-08,2697635,S/N,S/N,,Puntual,0.0
NP27065,CERRO COLORADO,CO,834G,DESPACHO,2012-12-05,2013-03-20 00:00:00,2013-03-20,1457108,CMCC250201,6GZ00215,,Overhaul,12500.0
NP27066,CERRO COLORADO,TR,834G,DESPACHO,2012-12-05,2013-02-09 00:00:00,2013-02-04,0R1622,CMCC250301,6GZ00215,,Overhaul,12344.0
NP27067,CERRO COLORADO,DI,16M,DESPACHO,2012-12-05,2013-02-20 00:00:00,2013-02-19,2878262,CMCC700401,B9H00468,,Overhaul,11233.0
CI12037,INTERCAMBIO,MO,994D,DESPACHO,2012-12-05,,2013-01-18,0R8555,7DS01191,3TZ00328,,Overhaul,1702.0
NP27103,CENTRO DE SERVICIOS LA NEGRA,MA,793F,DESPACHO,2012-12-06,2012-12-31 00:00:00,2013-01-07,2802057,CRA09380,SSPXXXXX,,Puntual,0.0
NP27104,CENTRO DE SERVICIOS LA NEGRA,MA,793F,DESPACHO,2012-12-06,2012-12-31 00:00:00,2012-12-26,2802057,CRA09184,SSPXXXXX,,Puntual,0.0
NP27105,INTERCAMBIO GARANTIA,TR,789C,DESPACHO,2012-12-06,2013-03-31 00:00:00,2013-03-25,0R-4008,6LE00955,2BW00765,,Overhaul,1287.0
NP27112,CERRO COLORADO,CO,D10R,DESPACHO,2012-12-06,2013-02-04 00:00:00,2013-02-04,0R-4092,CCMC210203,3KR01697,,Overhaul,331.0
NP27114,SPENCE,MF,793C,DESPACHO,2012-12-06,2013-02-20 00:00:00,2013-03-04,10R5399,CRA06480,ATY00919,,Overhaul,18928.0
NP27115,SPENCE,MF,777D,DESPACHO,2012-12-06,2013-02-20 00:00:00,2013-02-28,2576307,9460,AGC01998,,Overhaul,11561.0
np27126,MANTOS BLANCOS,MA,789B,DESPACHO,2012-12-07,2013-02-26 00:00:00,2013-03-18,5T-1023RH,CRA06840,7EK00195,,Overhaul,15521.0
NP27125,ESCONDIDA,MO,24M,DESPACHO,2012-12-07,2013-02-24 00:00:00,2013-02-26,2157486,RHX07810,B9K00310,,Overhaul,14736.0
NP27119,INTERCAMBIO GARANTIA,MF,793B,DESPACHO,2012-12-07,2013-02-28 00:00:00,2013-03-04,10R1822,CO23675,1HL00483,,Overhaul,2362.0
NP27123,SPENCE,DI,793C,DESPACHO,2012-12-06,2013-02-20 00:00:00,2013-02-17,2034000,CRA05969,ATY00967,,Overhaul,21053.0
NP27124,SPENCE,DI,834H,DESPACHO,2012-12-06,2013-02-20 00:00:00,2013-02-17,1378851,CRA06367,BTX00230,,Overhaul,17195.0
NP27122,SQM NITRATOS,TR,988H,DESPACHO,2012-12-06,2012-12-20 00:00:00,2012-12-27,2306315,DRT02855,BXY04519,,Puntual,86.0
CI12056,INTERCAMBIO,MO,789B,DESPACHO,2012-12-07,2013-02-01 00:00:00,2013-02-06,0R3983,7CL01971,7EK00635,Programado,Overhaul,11680.0
NP27063,INTERCAMBIO GARANTIA,TR,793C,DESPACHO,2012-12-07,2013-02-11 00:00:00,2013-01-24,0R4749,4GX00974,4GZ00101,,Overhaul,1077.0
AD00015,INTERCAMBIO,MF,793C,DESPACHO,2012-12-07,2012-12-20 00:00:00,2012-12-27,10R1822,AOD00015,SIN SERIE,,Overhaul,0.0
AD00016,INTERCAMBIO,MF,793C,DESPACHO,2012-12-07,2012-12-20 00:00:00,2012-12-27,10R1822,AOD00016,SIN SERIE,,Overhaul,0.0
NP27131,ESCONDIDA,MO,797B,DESPACHO,2012-12-07,2013-01-14 00:00:00,2013-01-10,2095259,3TN00971,JSM00466,,Puntual,0.0
NP27132,ESCONDIDA,MO,797B,DESPACHO,2012-12-07,2013-01-14 00:00:00,2013-01-10,2095259,3TN00972,JSM00475,,Puntual,0.0
NP27143,ESCONDIDA,TR,793D,DESPACHO,2012-12-07,2013-01-24 00:00:00,2013-01-21,2407184,JGG00827,FDB00365,,Overhaul,13159.0
NP27142,ESCONDIDA,TR,777F,DESPACHO,2012-12-07,2013-02-27 00:00:00,2013-04-08,2462647,LSP02197,TRW0611,,Overhaul,4000.0
NP27144,ESCONDIDA,DI,24M,DESPACHO,2012-12-07,2013-02-19 00:00:00,2013-02-26,2739007,CRA09447,B9K00320,,Overhaul,13235.0
NP27141,ESCONDIDA,TR,D11R,DESPACHO,2012-12-08,2012-12-24 00:00:00,2012-12-24,0R4057,MCK00692,7PZ00951,,Puntual,0.0
NP27130,LOMAS BAYAS,CO,789,DESPACHO,2012-12-07,2013-03-20 00:00:00,2013-03-08,1165811,3LT02325,2BW01912,,Puntual,6861.0
NP27129,LOMAS BAYAS,MO,D10T,DESPACHO,2012-12-07,2012-12-28 00:00:00,2013-03-13,2712219,EHX05686,RJG02170,,Overhaul,15321.0
NP27128,INTERCAMBIO ARRIENDO,MF,797F,DESPACHO,2012-12-07,2013-09-28 00:00:00,2013-10-09,3196703,TSS03231103,LAJ00249,Evento,Puntual,6882.0
NP27146,EL TESORO,CO,769D,DESPACHO,2012-12-08,2013-02-20 00:00:00,2013-02-18,1T1212,CRA09433,BBB00574,,Overhaul,10472.0
NP27145,SPENCE,MO,793C,DESPACHO,2012-12-08,2013-10-05 00:00:00,,1470797,8WM00698,ATY00895,,Puntual,4863.0
NP27133,RADOMIRO TOMIC,MO,16H,DESPACHO,2012-12-07,2013-04-22 00:00:00,2013-04-25,2047983,5ED04062,ATS00701,,Overhaul,2294.0
NP27136,ESCONDIDA,TR,854K,DESPACHO,2012-12-07,2013-01-31 00:00:00,2013-01-24,2837702,K2K00468,2210326,,Overhaul,4000.0
NP27147,MINISTRO HALES,MO,797F,DESPACHO,2012-12-08,,2012-12-12,2621300,LLM00208,LAJ00217,,Puntual,0.0
NP27149,ESCONDIDA,TR,797B,DESPACHO,2012-12-10,2013-01-25 00:00:00,2013-01-19,0R9813,5JY00776,S/N,,Overhaul,1165.0
