OrdenPrinc,Orden,Cl.,Cl.actv.PM,StatUsu,Texto breve,CeCo resp.,Ce.coste,Pto.tbjo.responsable,CrC,Material,Status del sistema,Inic.real,Fin real,Tota general (plan),Total general (real),Fecha ref.,Fe.modif.,Fe.entrada
505900104100,505900104105,ZSHP,104,ZTEC,ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR DMNV MOVM NLIQ PERI PREC,,,3356.58,3402.96,2020-02-28,2020-11-03,2019-03-07
505900104100,505900104106,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-03-07
505900105800,505900105801,ZSHP,108,ZTEC,CI.MT.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,824H_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-13,2019-06-19,3815.33,3395.83,2019-06-19,2020-10-30,2018-12-13
505900105800,505900105802,ZSHP,101,WOOP,MF824H/CI/AVISOREMAN:300097743,5059RCHOP,5059RCHOP,5059RCET,2.0,824H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-05-20
505900105800,505900105803,ZSHP,101,WOOP,MF824H/CI/AVISOREMAN:300097743,5059RCHOP,5059RCHOP,5059RCET,2.0,824H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-05-20
505900105800,505900105804,ZSHP,101,WOOP,MF824H/CI/AVISOREMAN:300097743,5059RCHOP,5059RCHOP,5059RCET,2.0,824H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-05-20
505900105800,505900105805,ZSHP,104,ZTEC,CI.MT.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,824H_V000.AA,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-05-27,2019-06-19,76.8,76.8,2019-06-19,2020-10-30,2019-05-20
505900105800,505900105806,ZSHP,304,WOOP,MF824H/CI/AVISOREMAN:300097743,5059RCHOP,5059RCHOP,5059RCET,3.0,824H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-11-08,2020-10-30,2019-05-20
505900105800,505900105807,ZSHP,101,ZTEC,CI.MT.OH,5059RCHOP,5055DCHRL,5059RCPT,2.0,824H_V000.AA,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-05-20,2019-06-19,916.68,916.7,2019-06-19,2020-10-30,2019-05-20
505900105800,505900105808,ZSHP,101,ZTEC,CI.MT.OH,5059RCHOP,5090DCHEP,5059RCPT,2.0,824H_V000.AA,CERR NOTI DMNV KKMP MOVM NLIQ PERI PREC,2019-05-31,2019-06-19,202.0,208.09,2019-06-19,2020-10-30,2019-05-30
505900106000,505900106001,ZSHP,108,ZTEC QCON,CI.MT.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,824H_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-14,2019-05-18,3535.93,3341.23,2019-05-19,2020-10-30,2018-12-13
505900106000,505900106002,ZSHP,101,WOOP,MF834H/AVISOREMAN:300097745,5059RCHOP,5059RCHOP,5059RCET,3.0,824H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-04-15
505900106000,505900106003,ZSHP,101,WOOP,MF834H/AVISOREMAN:300097745,5059RCHOP,5059RCHOP,5059RCET,2.0,824H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-04-15
505900106000,505900106004,ZSHP,104,ZTEC,CI.MF.BASE,5090DCHEP,5090DCHEP,5059RCET,2.0,824H_V000.AA,CERR DMNV KKMP MOVM NLIQ PERI PREC,,,2701.0,2564.95,2019-11-12,2020-10-30,2019-04-15
505900106000,505900106005,ZSHP,104,ZTEC,CI.MF.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,824H_V000.AA,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-11-12,2019-11-12,77.45,77.45,2019-11-13,2020-10-30,2019-04-15
505900106200,505900106201,ZSHP,101,ZTEC,NP.TR.OH,5055DCHRL,5055DCHRL,5059RCPT,2.0,793B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-14,2019-08-29,32233.75,32667.8,2020-03-30,2020-11-03,2018-12-13
505900106200,505900106202,ZSHP,104,WOOP,REACOND. ANTES DE FALLA TRANSMISION,5059RCHOP,5059RCHOP,5059RCET,2.0,793B_V000.AA,CERR KKMP NLIQ PREC,,,4775.0,0.0,2019-11-08,2020-10-30,2018-12-13
505900106200,505900106203,ZSHP,101,ZTEC,CI.TR.OH,5055DCHRL,5055DCHRL,5059RCPT,2.0,793B_V000.AA,CERR NOTI FMAT MOVM NLIQ PERI PREC,2019-01-08,2019-07-31,445.98,446.59,2019-08-02,2020-10-30,2018-12-13
505900106200,505900106204,ZSHP,101,WOOP,TR793B/AVISOREMAN:300098010,5059RCHOP,5059RCHOP,5059RCET,3.0,793B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2018-12-13
505900111400,505900111401,ZSHP,108,ZTEC,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,793C_V000.AA,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2018-12-19,2020-01-08,229799.75,237821.24,2020-01-08,2020-11-03,2018-12-14
505900111400,505900111402,ZSHP,101,WOOP,MOC32A/AVISOREMAN:30009,5059RCHOP,5059RCHOP,5059RCET,3.0,793C_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-01-22
505900111400,505900111403,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5090DCHEP,5059RCET,2.0,793C_V000.AA,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2020-01-07,2020-01-07,7.48,8.53,2020-01-08,2020-11-03,2019-01-22
505900111400,505900111404,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,793C_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-03-19
505900111400,505900111405,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,3.0,793C_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-03-19
505900111400,505900111406,ZSHP,101,WOOP,CI.MO.WTY,5059RCHOP,5059RCHOP,5059RCET,2.0,793C_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-04-03,2020-11-03,2019-03-19
505900113400,505900113401,ZSHP,101,ZTEC,CI.SM.OH,5055DCHRL,5055DCHRL,5059RCPT,2.0,797F_V000.AA,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2018-12-21,2019-08-24,80118.74,81395.59,2019-08-24,2020-10-30,2018-12-17
505900113400,505900113402,ZSHP,101,WOOP,AVISO REMAN:300099574/ OS REMAN:800332,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-08-21
505900113400,505900113403,ZSHP,101,WOOP,AVISO REMAN:300099574/ OS REMAN:800332,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-08-21
505900113400,505900113404,ZSHP,101,WOOP,AVISO REMAN:300099574/ OS REMAN:800332,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-08-21
505900113400,505900113405,ZSHP,104,WOOP,AVISO REMAN:300099574/ OS REMAN:800332,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-11-08,2020-10-30,2019-08-21
505900113400,505900113406,ZSHP,304,WOOP,AVISO REMAN:300099574/ OS REMAN:800332,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-10-25,2020-10-30,2019-08-21
505900113400,505900113407,ZSHP,101,WOOP,AVISO REMAN:300099574/ OS REMAN:800332,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-10-25,2020-10-30,2019-08-21
505900113400,505900113408,ZSHP,104,WOOP,AVISO REMAN:300099574/ OS REMAN:800332,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-10-25,2020-10-30,2019-08-21
505900113400,505900113409,ZSHP,302,ZTEC ZCLM,GOODWILL Aprobado por sellos espejos MA,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTI FCPR DMNV KKMP NLIQ PREC,2019-08-20,2019-08-20,42.32,0.0,2019-08-22,2020-10-30,2019-08-21
505900120300,505900120301,ZSHP,107,ZTEC,NP.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2018-12-26,2019-11-14,15013.2,65796.71,2019-11-29,2020-10-30,2018-12-20
505900120300,505900120302,ZSHP,104,ZTEC,NP.MO.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797F_V000.AA,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-11-28,2019-11-28,102735.04,103379.57,2020-03-27,2020-11-03,2019-01-28
505900120300,505900120303,ZSHP,107,ZTEC,NP.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-11-14,2019-11-14,2543.82,2556.86,2019-11-18,2020-10-30,2019-01-28
505900120300,505900120304,ZSHP,101,WOOP,NP.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-19
505900120300,505900120305,ZSHP,104,ZTEC,ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-11-14,2019-11-14,756.64,756.9,2019-11-16,2020-10-30,2019-03-19
505900120300,505900120306,ZSHP,101,WOOP,NP.MO.WTY,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-19
505900120300,505900120307,ZSHP,101,WOOP,CI MO 20R4668.505  MOTOR 797F,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-11-11
505900120300,505900120308,ZSHP,101,WOOP,CI MO 20R4668.505  MOTOR 797F,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-11-11
505900120300,505900120309,ZSHP,101,WOOP,CI MO 20R4668.505  MOTOR 797F,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-11-11
505900120300,505900120310,ZSHP,305,ZTEC ZCLM,OTRAS GARANTIAS,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTI FCPR DMNV KKMP NLIQ PREC,2019-11-12,2019-11-12,43.75,0.0,2019-11-13,2020-10-30,2019-11-11
505900120300,505900120311,ZSHP,305,ZTEC ZCLM,OTRAS GARANTIAS,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR NOTI FCPR DMNV KKMP NLIQ PREC,2019-11-12,2019-11-12,43.75,0.0,2019-11-13,2020-10-30,2019-11-13
505900121000,505900121001,ZSHP,108,ZTEC QCON,800315,5059RCHOP,5059RCHOP,5059RCET,2.0,793C_V000.AA,CERR NOTP FCPR DMNV MOVM NLIQ PERI PREC,2018-12-26,,266974.52,280346.46,2020-03-31,2020-11-03,2018-12-21
505900121000,505900121002,ZSHP,101,WOOP,AVISO REMAN:300093352/ OS REMAN:300815,5059RCHOP,5059RCHOP,5059RCET,2.0,793C_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-01-29
505900121000,505900121003,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5090DCHEP,5059RCET,2.0,793C_V000.AA,CERR NOTI FMAT MOVM NLIQ PERI PREC,2019-12-05,2019-12-05,1279.12,1288.18,2019-12-06,2020-10-30,2019-01-29
505900121000,505900121004,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,793C_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-19
505900121000,505900121005,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,793C_V000.AA,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-12-05,2019-12-05,115.72,114.11,2019-12-06,2020-10-30,2019-03-19
505900121000,505900121006,ZSHP,101,WOOP,CI.MO.WTY,5059RCHOP,5059RCHOP,5059RCET,2.0,793C_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-04-03,2020-11-03,2019-03-19
505900121400,505900121401,ZSHP,108,ZTEC,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,24M_V000.AA,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2018-12-07,2019-08-16,72753.77,84158.42,2019-08-16,2020-10-30,2018-12-21
505900121400,505900121402,ZSHP,101,WOOP,AVISO REMAN:300093354/OS REMAN:800316,5059RCHOP,5059RCHOP,5059RCET,3.0,24M_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-01-30
505900121400,505900121403,ZSHP,101,ZTEC,CI.MO.OH.P4,5055DCHRL,5055DCHRL,5059RCET,2.0,24M_V000.AA,CERR DMNV FMAT MOVM NLIQ PERI PREC,,,1685.4,1685.42,2019-08-31,2020-10-30,2019-01-30
505900121400,505900121404,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,24M_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-19
505900121400,505900121405,ZSHP,101,WOOP,CI.MO.OH,5055DCHRL,5055DCHRL,5059RCET,2.0,24M_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-10-24,2020-10-30,2019-03-19
505900121400,505900121406,ZSHP,304,WOOP,CI.MO.WTY,5059RCHOP,5059RCHOP,5059RCET,2.0,24M_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-10-24,2020-10-30,2019-03-19
505900121400,505900121407,ZSHP,101,WOOP,AVISO REMAN:300093354/OS REMAN:800316,5059RCHOP,5059RCHOP,5059RCET,3.0,24M_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-11-08,2020-10-30,2019-05-16
505900121400,505900121408,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5090DCHEP,5059RCET,2.0,24M_V000.AA,CERR NOTI DMNV KKMP MOVM NLIQ PERI PREC,2019-05-20,2019-08-16,948.0,958.91,2019-08-16,2020-10-30,2019-05-16
505900122000,505900122001,ZSHP,108,ZTEC,AD.MF.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797F_V000.AA,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-01-06,2019-03-04,149701.59,88172.13,2019-03-05,2020-10-30,2018-12-21
505900122100,505900122101,ZSHP,108,ZTEC,AD.MF.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-27,2019-03-05,104881.83,93860.35,2019-03-01,2020-10-30,2018-12-21
505900122500,505900122501,ZSHP,108,ZTEC,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-02,2019-07-10,63677.5,61917.23,2019-07-10,2020-10-30,2018-12-24
505900122500,505900122502,ZSHP,101,WOOP,AVISO REMAN:300103836/OS REMAN:800318,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-01-04
505900122500,505900122503,ZSHP,101,WOOP,AVISO REMAN:300103836/OS REMAN:800318,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-01-04
505900122500,505900122504,ZSHP,101,WOOP,AVISO REMAN:300103836/OS REMAN:800318,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-01-04
505900122500,505900122505,ZSHP,101,WOOP,AVISO REMAN:300103836/OS REMAN:800318,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-01-04
505900122500,505900122506,ZSHP,101,WOOP,AVISO REMAN:300103836/OS REMAN:800318,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-01-04
505900122500,505900122507,ZSHP,301,ZTEC ZCLM,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FCPR FMAT MOVM NLIQ PERI PREC,2019-01-04,2019-07-25,256.79,240.39,2019-07-25,2020-10-30,2019-01-04
505900122500,505900122508,ZSHP,104,WOOP,AVISO REMAN:300103836/OS REMAN:800318,5059RCHOP,5059RCHOP,5059RCET,2.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-11-08,2020-10-30,2019-01-04
505900122600,505900122601,ZSHP,108,ZTEC,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,D11R_V000.AA,CERR NOTP FCPR DMNV MOVM NLIQ PERI PREC,2018-12-26,,168007.36,168129.01,2019-10-31,2020-10-30,2018-12-24
505900122600,505900122602,ZSHP,101,WOOP,AVISO REMAN:300093356/OS REMAN:800317,5059RCHOP,5059RCHOP,5059RCET,3.0,D11R_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-01-25
505900122600,505900122603,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5090DCHEP,5059RCET,2.0,D11R_V000.AA,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2019-10-04,2019-10-04,1235.43,1240.07,2019-10-07,2020-10-30,2019-01-25
505900122600,505900122604,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,D11R_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-19
505900122600,505900122605,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,D11R_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-19
505900122600,505900122606,ZSHP,304,WOOP,CI.MO.WTY,5059RCHOP,5059RCHOP,5059RCET,2.0,D11R_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-10-24,2020-10-30,2019-03-19
505900126900,505900126901,ZSHP,108,ZTEC,CI.MF.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,793B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-28,2019-05-21,54397.5,54356.8,2019-05-21,2020-10-30,2018-12-27
505900127200,505900127201,ZSHP,108,ZTEC QCON,800427.CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2018-12-07,2020-04-02,294915.25,290328.35,2020-04-06,2020-11-03,2018-12-28
505900127200,505900127202,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-01-24
505900127200,505900127203,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5090DCHEP,5059RCET,2.0,SEG_MINING,CERR NOTI FMAT MOVM NLIQ PERI PREC,2020-03-30,2020-03-30,405.87,418.91,2020-03-31,2020-11-03,2019-01-24
505900127200,505900127204,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-19
505900127200,505900127205,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-19
505900127200,505900127206,ZSHP,101,WOOP,CI.MO.WTY,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-19
505900127200,505900127207,ZSHP,104,ZTEC,T1 CAT-CLA,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV MOVM NLIQ PERI PREC,2020-03-30,2020-03-30,39.0,39.01,2020-04-06,2020-11-03,2020-03-09
505900127800,505900127801,ZSHP,108,ZTEC QCON,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,24H_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-26,2019-07-19,18151.4,15921.52,2020-03-27,2020-11-03,2018-12-28
505900127800,505900127802,ZSHP,104,WOOP,AVISO REMAN 300108207,5059RCHOP,5059RCHOP,5059RCET,2.0,24H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-11-08,2020-10-30,2019-01-07
505900127800,505900127803,ZSHP,104,ZTEC,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,24H_V000.AA,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2019-09-23,2019-09-23,1.8,1.81,2019-09-24,2020-10-30,2019-01-07
505900127800,505900127804,ZSHP,101,WOOP,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,3.0,24H_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-19
505900127800,505900127805,ZSHP,104,ZTEC,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,24H_V000.AA,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-09-23,2019-09-23,51.81,51.81,2019-09-24,2020-10-30,2019-03-19
505900127800,505900127806,ZSHP,304,WOOP,CI.TR.WTY,5059RCHOP,5059RCHOP,5059RCPT,2.0,24H_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2019-10-24,2020-10-30,2019-03-19
505900127800,505900127807,ZSHP,101,ZTEC,CI.TR.OH,5059RCHOP,5055DCHRL,5059RCPT,2.0,24H_V000.AA,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-05-31,2019-06-25,292.53,292.51,2019-06-25,2020-10-30,2019-05-20
505900130900,505900130901,ZSHP,108,ZTEC,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-02,2019-07-25,28289.88,27990.63,2019-07-25,2020-10-30,2019-01-02
505900130900,505900130902,ZSHP,104,WOOP,AVISO REMAN 300108944,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-11,2020-11-03,2019-01-09
505900130900,505900130903,ZSHP,104,ZTEC,CI.TR.OH,5059RCHOP,5090DCHEP,5059RCET,2.0,SEG_MINING,CERR NOTI FMAT MOVM NLIQ PERI PREC,2019-01-09,2019-07-25,100.1,101.56,2019-07-25,2020-10-30,2019-01-09
505900130900,505900130904,ZSHP,101,WOOP,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-03-19
505900130900,505900130905,ZSHP,104,ZTEC,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR DMNV MOVM NLIQ PERI PREC,,,86.11,85.15,2020-02-25,2020-11-03,2019-03-19
505900130900,505900130906,ZSHP,304,WOOP,CI.TR.WTY,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2019-10-24,2020-10-30,2019-03-19
505900131000,505900131001,ZSHP,108,ZTEC QCON,CI.SM.OH,5059RCHOP,5059RCHOP,5059RCPT,1.0,793C_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-02,2019-06-21,101689.2,94160.6,2019-06-21,2020-10-30,2019-01-02
505900131000,505900131002,ZSHP,300,WOOP,CI.SM.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,793C_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2019-10-24,2020-10-30,2019-03-19
505900131000,505900131003,ZSHP,101,WOOP,CI.SM.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,793C_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-03-19
505900131000,505900131004,ZSHP,104,ZTEC,CI.SM.OH,5059RCHOP,5090DCHEP,5059RCPT,2.0,793C_V000.AA,CERR NOTI DMNV KKMP MOVM NLIQ PERI PREC,2019-04-24,2019-06-21,1017.0,1001.18,2019-06-21,2020-10-30,2019-03-19
505900131000,505900131005,ZSHP,104,WOOP,CI.SM.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,793C_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-03-11,2020-11-03,2019-03-19
505900131000,505900131006,ZSHP,304,WOOP,CI.SM.WTY,5059RCHOP,5059RCHOP,5059RCPT,2.0,793C_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2019-10-24,2020-10-30,2019-03-19
505900134100,505900134101,ZSHP,108,ZTEC QCON,CI.FR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,D11T_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-05,2019-07-11,10904.02,10747.08,2020-03-27,2020-11-03,2019-01-03
505900134100,505900134102,ZSHP,300,WOOP,CI.FR.WTY,5059RCHOP,5059RCHOP,5059RCPT,2.0,D11T_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2019-10-24,2020-10-30,2019-03-18
505900134100,505900134103,ZSHP,101,WOOP,CI.FR.OH,5059RCHOP,5059RCHOP,5059RCPT,3.0,D11T_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-03-18
505900134100,505900134104,ZSHP,101,WOOP,CI.FR.OH,5059RCHOP,5059RCHOP,5059RCPT,3.0,D11T_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-03-18
